epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,32725.3,0.35617,0.27687,0.88316,0.98294,0.90955,0.95485,0.88882,0.36867,0.28219,0.86171,0.000160184,0.000160184,0.000160184
186,32811.7,0.36154,0.27246,0.87728,0.96856,0.91926,0.95436,0.89011,0.36927,0.27628,0.86192,0.000150185,0.000150185,0.000150185
187,32893.1,0.35934,0.27594,0.8728,0.95942,0.91562,0.95379,0.89088,0.3615,0.27655,0.85842,0.000140186,0.000140186,0.000140186
188,32974.9,0.346,0.264,0.87185,0.97031,0.90661,0.95335,0.88988,0.35574,0.26817,0.85766,0.000130187,0.000130187,0.000130187
189,33056.2,0.34776,0.27067,0.87365,0.96626,0.91126,0.95308,0.88758,0.3576,0.29484,0.86368,0.000120188,0.000120188,0.000120188
190,33137.1,0.35197,0.27517,0.87462,0.97448,0.90743,0.95193,0.89071,0.35767,0.28882,0.86124,0.000110189,0.000110189,0.000110189
191,33229.7,0.23928,0.18646,0.80549,0.97357,0.91327,0.95124,0.89024,0.36039,0.28775,0.8598,0.00010019,0.00010019,0.00010019
192,33307,0.24558,0.18432,0.80477,0.98382,0.90483,0.95298,0.89527,0.35954,0.28701,0.8569,9.0191e-05,9.0191e-05,9.0191e-05
193,33384.8,0.2352,0.17629,0.80796,0.975,0.91058,0.95289,0.8939,0.35659,0.28971,0.85442,8.0192e-05,8.0192e-05,8.0192e-05
194,33465.2,0.23599,0.17586,0.80491,0.96697,0.90915,0.9527,0.89654,0.35467,0.27862,0.85442,7.0193e-05,7.0193e-05,7.0193e-05
195,33546.3,0.22719,0.17438,0.79984,0.96764,0.90766,0.95238,0.89477,0.35193,0.28035,0.85314,6.0194e-05,6.0194e-05,6.0194e-05
196,33623.5,0.22304,0.17007,0.80667,0.98204,0.90069,0.95265,0.89596,0.3519,0.27884,0.85377,5.0195e-05,5.0195e-05,5.0195e-05
197,33700.4,0.22766,0.17014,0.80475,0.98367,0.90064,0.9518,0.89467,0.35555,0.28385,0.85273,4.0196e-05,4.0196e-05,4.0196e-05
198,33777.5,0.22339,0.17155,0.80113,0.9889,0.90058,0.95343,0.89497,0.3527,0.28048,0.85309,3.0197e-05,3.0197e-05,3.0197e-05
199,33860,0.23656,0.18119,0.80026,0.98027,0.90562,0.95388,0.89528,0.35141,0.2798,0.85369,2.0198e-05,2.0198e-05,2.0198e-05
200,33937.1,0.22447,0.16816,0.80524,0.97988,0.90566,0.954,0.89575,0.35206,0.28415,0.85446,1.0199e-05,1.0199e-05,1.0199e-05
