epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,6396.1,0.53154,0.41172,0.9485,0.98391,0.87961,0.93708,0.84947,0.47463,0.39728,0.91671,0.000930107,0.000930107,0.000930107
109,6454.83,0.50555,0.38287,0.92923,0.98781,0.86012,0.93691,0.85373,0.45999,0.40877,0.90255,0.000920108,0.000920108,0.000920108
110,6513.69,0.5486,0.41138,0.95572,0.98523,0.89279,0.94036,0.84855,0.47599,0.39704,0.89919,0.000910109,0.000910109,0.000910109
111,6572.6,0.5137,0.40646,0.93656,0.97779,0.86293,0.93951,0.84984,0.46214,0.41365,0.89582,0.00090011,0.00090011,0.00090011
112,6631.74,0.5027,0.38028,0.92925,0.94036,0.89164,0.9377,0.84761,0.47077,0.40543,0.90605,0.000890111,0.000890111,0.000890111
113,6690.59,0.49591,0.39398,0.94126,0.96584,0.89656,0.94542,0.85388,0.46879,0.35468,0.91462,0.000880112,0.000880112,0.000880112
114,6749.06,0.48849,0.3908,0.92004,0.95827,0.91435,0.94874,0.86376,0.45264,0.36168,0.89129,0.000870113,0.000870113,0.000870113
115,6807.32,0.48027,0.38284,0.91777,0.98705,0.88032,0.94192,0.85386,0.45939,0.35038,0.89683,0.000860114,0.000860114,0.000860114
116,6865.78,0.48845,0.37201,0.92907,0.97333,0.90145,0.93519,0.84838,0.45447,0.36922,0.90118,0.000850115,0.000850115,0.000850115
117,6925.34,0.49069,0.38308,0.92929,0.96682,0.90606,0.94606,0.85522,0.46629,0.35907,0.90679,0.000840116,0.000840116,0.000840116
118,6983.92,0.48601,0.37221,0.92434,0.94181,0.90088,0.93739,0.85983,0.46363,0.37141,0.90101,0.000830117,0.000830117,0.000830117
119,7043.03,0.48138,0.36188,0.92567,0.97045,0.89643,0.94477,0.85647,0.4723,0.35691,0.91809,0.000820118,0.000820118,0.000820118
120,7101.7,0.49474,0.38067,0.92623,0.98716,0.89304,0.94226,0.85285,0.47454,0.35098,0.90664,0.000810119,0.000810119,0.000810119
121,7159.91,0.49488,0.38047,0.92569,0.95883,0.90599,0.94485,0.86049,0.47883,0.35898,0.89273,0.00080012,0.00080012,0.00080012
122,7218.5,0.49743,0.37984,0.93481,0.96646,0.91702,0.9522,0.85845,0.46143,0.36046,0.88956,0.000790121,0.000790121,0.000790121
123,7276.72,0.49113,0.36636,0.92757,0.97414,0.90015,0.93939,0.85337,0.47611,0.37744,0.89643,0.000780122,0.000780122,0.000780122
124,7335.78,0.50133,0.37345,0.93069,0.99161,0.90698,0.94779,0.86144,0.4455,0.32466,0.88842,0.000770123,0.000770123,0.000770123
125,7394.29,0.49117,0.3823,0.92775,0.98086,0.89538,0.94547,0.86178,0.4655,0.3504,0.89676,0.000760124,0.000760124,0.000760124
126,7453.07,0.47261,0.35913,0.91407,0.9875,0.90072,0.94397,0.8574,0.47677,0.35686,0.89799,0.000750125,0.000750125,0.000750125
127,7512.06,0.48614,0.36244,0.92254,0.98366,0.8951,0.93759,0.85651,0.44307,0.33926,0.89184,0.000740126,0.000740126,0.000740126
128,7570.22,0.4766,0.36243,0.92874,0.98155,0.89819,0.94644,0.85858,0.4683,0.33746,0.90219,0.000730127,0.000730127,0.000730127
129,7628.71,0.48771,0.37064,0.92037,0.97483,0.89809,0.94294,0.85757,0.44758,0.33718,0.89592,0.000720128,0.000720128,0.000720128
130,7686.94,0.47985,0.36019,0.93248,0.977,0.90728,0.94562,0.84894,0.47696,0.35084,0.91175,0.000710129,0.000710129,0.000710129
131,7745.32,0.47129,0.37262,0.91412,0.99462,0.90054,0.94838,0.85979,0.46136,0.35233,0.89672,0.00070013,0.00070013,0.00070013
132,7803.93,0.44827,0.34153,0.90363,0.99103,0.89613,0.94915,0.85737,0.45046,0.33888,0.89426,0.000690131,0.000690131,0.000690131
133,7863.15,0.47813,0.3614,0.92939,0.96598,0.90654,0.94701,0.85645,0.45727,0.33575,0.90156,0.000680132,0.000680132,0.000680132
134,7922.48,0.47027,0.34987,0.91127,0.97725,0.90684,0.94458,0.86128,0.45818,0.34234,0.90159,0.000670133,0.000670133,0.000670133
